id,skills,location,certification,education,skill_level,work_preference,experience
368,nursing,Los Angeles,BLS PALS,Doctorate,entry-level,night shift,12
369,nursing,New York,CPR,Doctorate,intermediate,part-time,6
370,nursing,Houston,PALS CPR,Doctorate,intermediate,day shift,21
371,nursing,Philadelphia,PALS CPR,Doctorate,advanced,night shift,4
372,nursing,Houston,NRP,Doctorate,entry-level,part-time,1
373,nursing,Los Angeles,PALS CPR NRP BLS,Doctorate,advanced,day shift,30
374,nursing,Philadelphia,PALS,Doctorate,advanced,night shift,6
375,nursing,Houston,BLS NRP ACLS PALS CPR,Doctorate,intermediate,full-time,2
376,nursing,Philadelphia,ACLS,Doctorate,entry-level,part-time,13
377,nursing,New York,PALS NRP CPR,Doctorate,entry-level,full-time,9
378,nursing,Houston,ACLS NRP PALS CPR,Doctorate,advanced,full-time,20
379,nursing,Houston,PALS NRP CPR,Doctorate,entry-level,night shift,2
380,nursing,Chicago,ACLS CPR BLS PALS NRP,Doctorate,entry-level,night shift,7
381,nursing,Los Angeles,PALS,Doctorate,advanced,part-time,21
382,nursing,Los Angeles,BLS CPR ACLS NRP PALS,Doctorate,intermediate,night shift,26
383,nursing,New York,ACLS,Doctorate,advanced,day shift,22
384,nursing,Chicago,BLS NRP,Doctorate,advanced,night shift,27
385,nursing,Philadelphia,CPR NRP,Doctorate,advanced,day shift,21
386,nursing,Los Angeles,NRP CPR ACLS PALS BLS,Doctorate,intermediate,day shift,26
387,nursing,Philadelphia,BLS ACLS PALS CPR NRP,Doctorate,entry-level,full-time,20
388,nursing,Chicago,CPR ACLS PALS,Doctorate,advanced,night shift,16
389,nursing,Chicago,PALS,Doctorate,advanced,night shift,21
390,nursing,Los Angeles,CPR,Doctorate,intermediate,day shift,17
391,nursing,New York,BLS,Doctorate,advanced,night shift,16
392,nursing,Philadelphia,BLS ACLS CPR NRP,Doctorate,intermediate,full-time,25
393,nursing,Los Angeles,NRP ACLS CPR,Doctorate,entry-level,full-time,6
394,nursing,Houston,PALS ACLS NRP,Doctorate,entry-level,part-time,16
395,nursing,Chicago,ACLS CPR BLS NRP PALS,Doctorate,entry-level,night shift,22
396,nursing,Los Angeles,ACLS NRP BLS CPR,Doctorate,advanced,night shift,1
397,nursing,Los Angeles,CPR BLS,Doctorate,advanced,full-time,8
398,nursing,Los Angeles,CPR BLS ACLS PALS NRP,Doctorate,advanced,full-time,29
399,nursing,Houston,PALS BLS,Doctorate,intermediate,night shift,14
400,nursing,Chicago,BLS,Doctorate,entry-level,night shift,22
401,nursing,Chicago,ACLS BLS NRP CPR PALS,Doctorate,advanced,night shift,8
402,nursing,New York,ACLS CPR BLS PALS,Doctorate,advanced,part-time,17
403,nursing,Los Angeles,NRP ACLS,Doctorate,entry-level,part-time,1
404,nursing,Philadelphia,BLS ACLS PALS CPR,Doctorate,advanced,night shift,13
405,nursing,Los Angeles,CPR ACLS PALS,Doctorate,entry-level,full-time,12
406,nursing,New York,ACLS PALS BLS NRP,Doctorate,advanced,day shift,28
407,nursing,Philadelphia,BLS CPR PALS NRP ACLS,Doctorate,entry-level,full-time,28
408,nursing,Houston,CPR PALS ACLS,Doctorate,intermediate,part-time,21
409,nursing,Los Angeles,BLS,Doctorate,entry-level,part-time,24
410,nursing,Houston,NRP PALS,Doctorate,intermediate,day shift,26
411,nursing,New York,CPR,Doctorate,entry-level,night shift,3
412,nursing,Chicago,BLS NRP,Doctorate,intermediate,night shift,22
413,nursing,Los Angeles,BLS,Doctorate,advanced,part-time,22
414,nursing,New York,CPR BLS PALS NRP,Doctorate,entry-level,night shift,4
415,nursing,Houston,PALS,Doctorate,intermediate,night shift,26
416,nursing,Chicago,BLS CPR NRP,Doctorate,entry-level,part-time,11
417,nursing,Chicago,NRP ACLS PALS BLS CPR,Doctorate,entry-level,part-time,26
418,nursing,Chicago,BLS ACLS,Doctorate,entry-level,full-time,4
419,nursing,Los Angeles,NRP BLS PALS ACLS CPR,Doctorate,entry-level,full-time,25
420,nursing,Chicago,ACLS BLS NRP CPR,Doctorate,entry-level,full-time,13
421,nursing,Philadelphia,CPR,Doctorate,advanced,night shift,22
422,nursing,Los Angeles,PALS ACLS NRP CPR BLS,Doctorate,advanced,part-time,7
423,nursing,New York,PALS BLS,Doctorate,intermediate,night shift,22
424,nursing,Los Angeles,NRP PALS BLS CPR ACLS,Doctorate,entry-level,full-time,30
425,nursing,Philadelphia,PALS ACLS,Doctorate,entry-level,part-time,21
426,nursing,Philadelphia,NRP CPR ACLS PALS BLS,Doctorate,advanced,night shift,24
427,nursing,Los Angeles,CPR PALS ACLS NRP BLS,Doctorate,intermediate,day shift,13
428,nursing,Philadelphia,PALS CPR NRP,Doctorate,intermediate,full-time,1
429,nursing,Chicago,ACLS PALS BLS CPR NRP,Doctorate,intermediate,night shift,26
430,nursing,Houston,PALS CPR,Doctorate,advanced,part-time,3
431,nursing,Los Angeles,CPR NRP ACLS BLS PALS,Doctorate,entry-level,night shift,15
432,nursing,New York,PALS BLS ACLS,Doctorate,intermediate,full-time,22
433,nursing,Chicago,CPR PALS,Doctorate,advanced,full-time,27
434,nursing,Philadelphia,PALS BLS,Doctorate,intermediate,day shift,15
435,nursing,Houston,ACLS NRP BLS PALS CPR,Doctorate,entry-level,part-time,3
436,nursing,Houston,BLS NRP ACLS CPR PALS,Doctorate,advanced,part-time,30
437,nursing,New York,BLS PALS ACLS CPR NRP,Doctorate,advanced,full-time,27
438,nursing,Los Angeles,ACLS BLS CPR NRP PALS,Doctorate,intermediate,day shift,14
439,nursing,Chicago,PALS,Doctorate,advanced,day shift,25
440,nursing,Los Angeles,ACLS BLS NRP CPR PALS,Doctorate,entry-level,part-time,26
441,nursing,Philadelphia,NRP ACLS CPR PALS BLS,Doctorate,advanced,day shift,25
442,nursing,Houston,CPR BLS NRP ACLS PALS,Doctorate,advanced,full-time,7
443,nursing,Los Angeles,ACLS NRP PALS,Doctorate,intermediate,night shift,9
444,nursing,New York,CPR NRP ACLS PALS BLS,Doctorate,entry-level,night shift,5
445,nursing,Philadelphia,PALS ACLS CPR NRP BLS,Doctorate,advanced,day shift,26
446,nursing,New York,BLS PALS,Doctorate,advanced,full-time,13
447,nursing,Los Angeles,CPR,Doctorate,advanced,night shift,20
448,nursing,Los Angeles,BLS,Doctorate,intermediate,part-time,19
449,nursing,Los Angeles,ACLS NRP,Doctorate,intermediate,day shift,3
450,nursing,New York,PALS CPR ACLS,Doctorate,advanced,night shift,4
451,nursing,Philadelphia,NRP CPR,Doctorate,intermediate,full-time,4
452,nursing,Chicago,BLS ACLS NRP CPR PALS,Doctorate,advanced,part-time,5
453,nursing,Los Angeles,BLS,Doctorate,advanced,part-time,25
454,nursing,Philadelphia,PALS CPR NRP BLS ACLS,Doctorate,advanced,part-time,21
455,nursing,Chicago,CPR,Doctorate,entry-level,night shift,13
456,nursing,Philadelphia,CPR ACLS PALS NRP BLS,Doctorate,intermediate,night shift,4
457,nursing,Los Angeles,ACLS,Doctorate,intermediate,part-time,30
458,nursing,New York,ACLS NRP PALS CPR,Doctorate,advanced,day shift,6
459,nursing,Chicago,CPR NRP ACLS PALS BLS,Doctorate,intermediate,part-time,26
460,nursing,Philadelphia,BLS PALS CPR NRP,Doctorate,intermediate,day shift,14
461,nursing,Houston,CPR NRP,Doctorate,intermediate,day shift,2
462,nursing,Houston,PALS ACLS NRP,Doctorate,intermediate,part-time,10
463,nursing,Chicago,BLS,Doctorate,entry-level,part-time,24
464,nursing,Philadelphia,CPR BLS PALS,Doctorate,entry-level,full-time,14
465,nursing,New York,PALS NRP,Doctorate,intermediate,full-time,9
466,nursing,New York,NRP ACLS BLS PALS CPR,Doctorate,entry-level,full-time,22
467,nursing,Philadelphia,BLS CPR PALS,Doctorate,intermediate,full-time,10
468,nursing,Los Angeles,PALS CPR,Doctorate,advanced,part-time,17
469,nursing,Chicago,BLS ACLS,Doctorate,advanced,full-time,16
470,nursing,Philadelphia,NRP,Doctorate,advanced,full-time,24
471,nursing,Houston,PALS ACLS,Doctorate,advanced,full-time,22
472,nursing,Los Angeles,ACLS NRP,Doctorate,entry-level,day shift,1
473,nursing,Houston,BLS PALS NRP CPR,Doctorate,entry-level,night shift,5
474,nursing,New York,BLS CPR PALS ACLS NRP,Doctorate,intermediate,day shift,30
475,nursing,Los Angeles,NRP,Doctorate,entry-level,day shift,28
476,nursing,Los Angeles,PALS CPR BLS ACLS,Doctorate,entry-level,day shift,30
477,nursing,Los Angeles,PALS ACLS,Doctorate,entry-level,night shift,30
478,nursing,New York,BLS PALS ACLS NRP,Doctorate,entry-level,day shift,10
479,nursing,Los Angeles,CPR,Doctorate,advanced,part-time,29
480,nursing,New York,ACLS BLS,Doctorate,entry-level,full-time,4
481,nursing,New York,PALS CPR ACLS,Doctorate,advanced,day shift,9
482,nursing,Houston,BLS CPR ACLS,Doctorate,intermediate,day shift,18
483,nursing,Los Angeles,NRP CPR PALS BLS ACLS,Doctorate,advanced,day shift,6
484,nursing,Philadelphia,CPR BLS NRP PALS,Doctorate,entry-level,full-time,17
485,nursing,New York,PALS ACLS,Doctorate,entry-level,part-time,26
486,nursing,Chicago,BLS PALS,Doctorate,entry-level,part-time,21
487,nursing,Los Angeles,ACLS CPR PALS NRP BLS,Doctorate,advanced,part-time,15
488,nursing,New York,BLS CPR PALS,Doctorate,intermediate,day shift,2
489,nursing,Chicago,PALS NRP BLS ACLS,Doctorate,advanced,day shift,2
490,nursing,Philadelphia,BLS CPR ACLS PALS,Doctorate,advanced,full-time,21
491,nursing,Philadelphia,ACLS NRP CPR,Doctorate,advanced,part-time,29
492,nursing,Houston,BLS ACLS PALS,Doctorate,advanced,night shift,7
493,nursing,New York,ACLS,Doctorate,intermediate,day shift,1
494,nursing,Los Angeles,NRP PALS,Doctorate,entry-level,night shift,16
495,nursing,New York,PALS NRP ACLS CPR,Doctorate,entry-level,full-time,10
496,nursing,Chicago,BLS CPR,Doctorate,advanced,part-time,5
497,nursing,Chicago,NRP BLS PALS CPR,Doctorate,advanced,full-time,30
498,nursing,Chicago,PALS ACLS NRP BLS CPR,Doctorate,advanced,night shift,22
499,nursing,Houston,PALS BLS,Doctorate,advanced,night shift,7
500,nursing,Houston,PALS ACLS,Doctorate,advanced,night shift,10
501,nursing,Los Angeles,CPR ACLS BLS NRP,Doctorate,entry-level,night shift,6
502,nursing,Chicago,ACLS,Doctorate,advanced,full-time,4
503,nursing,Chicago,BLS,Doctorate,intermediate,part-time,9
504,nursing,Philadelphia,NRP,Doctorate,intermediate,part-time,4
505,nursing,Los Angeles,BLS PALS CPR NRP,Doctorate,intermediate,day shift,30
506,nursing,New York,ACLS BLS,Doctorate,intermediate,full-time,9
507,nursing,Houston,NRP PALS CPR ACLS,Doctorate,advanced,night shift,27
508,nursing,Los Angeles,PALS BLS CPR NRP,Doctorate,intermediate,full-time,8
509,nursing,Philadelphia,BLS,Doctorate,entry-level,part-time,29
510,nursing,Philadelphia,ACLS PALS NRP BLS CPR,Doctorate,entry-level,day shift,20
511,nursing,Los Angeles,NRP ACLS,Doctorate,intermediate,night shift,5
512,nursing,Chicago,PALS NRP ACLS CPR,Doctorate,intermediate,night shift,3
513,nursing,Houston,NRP BLS PALS CPR ACLS,Doctorate,intermediate,full-time,1
514,nursing,Philadelphia,CPR ACLS,Doctorate,advanced,day shift,23
515,nursing,Houston,BLS,Doctorate,intermediate,full-time,27
516,nursing,Philadelphia,ACLS,Doctorate,advanced,night shift,29
517,nursing,Los Angeles,BLS ACLS PALS CPR NRP,Doctorate,advanced,night shift,22
518,nursing,Los Angeles,BLS ACLS CPR,Doctorate,advanced,part-time,7
519,nursing,Philadelphia,ACLS BLS,Doctorate,entry-level,night shift,9
520,nursing,Philadelphia,NRP,Doctorate,intermediate,day shift,16
521,nursing,Houston,BLS PALS CPR,Doctorate,advanced,night shift,28
522,nursing,Houston,PALS NRP BLS,Doctorate,intermediate,day shift,2
523,nursing,Philadelphia,PALS NRP,Doctorate,advanced,part-time,30
524,nursing,Chicago,ACLS BLS PALS,Doctorate,intermediate,day shift,11
525,nursing,Philadelphia,BLS ACLS NRP PALS CPR,Doctorate,intermediate,full-time,2
526,nursing,Philadelphia,ACLS PALS CPR NRP,Doctorate,advanced,night shift,18
527,nursing,Los Angeles,BLS ACLS NRP CPR PALS,Doctorate,entry-level,night shift,5
528,nursing,Chicago,CPR NRP ACLS,Doctorate,entry-level,full-time,22
529,nursing,Houston,ACLS CPR PALS BLS,Doctorate,entry-level,full-time,14
530,nursing,Chicago,ACLS BLS,Doctorate,intermediate,part-time,2
531,nursing,Los Angeles,PALS,Doctorate,advanced,part-time,29
532,nursing,New York,PALS BLS,Doctorate,intermediate,full-time,23
533,nursing,Los Angeles,BLS PALS,Doctorate,advanced,day shift,28
534,nursing,New York,BLS PALS ACLS NRP CPR,Doctorate,advanced,full-time,7
535,nursing,Los Angeles,ACLS NRP BLS,Doctorate,advanced,part-time,10
536,nursing,Chicago,PALS BLS CPR ACLS,Doctorate,intermediate,full-time,18
537,nursing,Houston,ACLS PALS,Doctorate,entry-level,day shift,19
538,nursing,Philadelphia,BLS NRP,Doctorate,advanced,part-time,14
539,nursing,Houston,CPR ACLS BLS NRP,Doctorate,entry-level,night shift,23
540,nursing,Philadelphia,ACLS PALS NRP CPR BLS,Doctorate,intermediate,full-time,3
541,nursing,Chicago,PALS ACLS NRP BLS CPR,Doctorate,entry-level,full-time,15
542,nursing,Houston,BLS PALS NRP,Doctorate,advanced,day shift,2
543,nursing,New York,BLS CPR NRP PALS ACLS,Doctorate,intermediate,full-time,1
544,nursing,Houston,BLS CPR NRP PALS ACLS,Doctorate,advanced,night shift,20
545,nursing,Los Angeles,BLS PALS CPR NRP ACLS,Doctorate,entry-level,full-time,29
546,nursing,Chicago,PALS,Doctorate,intermediate,day shift,19
547,nursing,Philadelphia,ACLS,Doctorate,advanced,night shift,29
548,nursing,Los Angeles,PALS,Doctorate,entry-level,night shift,25
549,nursing,New York,ACLS PALS CPR,Doctorate,entry-level,full-time,26
550,nursing,New York,PALS CPR BLS NRP ACLS,Doctorate,advanced,part-time,23
551,nursing,Los Angeles,BLS PALS ACLS,Doctorate,intermediate,part-time,8
552,nursing,Philadelphia,ACLS,Doctorate,intermediate,day shift,16
553,nursing,Chicago,NRP ACLS CPR PALS BLS,Doctorate,advanced,part-time,1
554,nursing,Los Angeles,CPR NRP,Doctorate,intermediate,full-time,27
555,nursing,New York,NRP CPR,Doctorate,intermediate,full-time,26
556,nursing,New York,NRP,Doctorate,intermediate,full-time,26
557,nursing,Chicago,ACLS CPR PALS BLS,Doctorate,intermediate,part-time,10
558,nursing,Los Angeles,ACLS,Doctorate,entry-level,full-time,30
559,nursing,Los Angeles,PALS NRP,Doctorate,advanced,part-time,2
560,nursing,Los Angeles,ACLS NRP BLS,Doctorate,advanced,part-time,17
561,nursing,Los Angeles,BLS PALS CPR NRP ACLS,Doctorate,entry-level,night shift,21
562,nursing,Los Angeles,NRP BLS CPR PALS,Doctorate,entry-level,night shift,4
563,nursing,Los Angeles,ACLS NRP,Doctorate,intermediate,full-time,5
564,nursing,Philadelphia,ACLS,Doctorate,entry-level,part-time,20
565,nursing,Houston,NRP PALS ACLS BLS,Doctorate,entry-level,part-time,13
566,nursing,Chicago,PALS NRP ACLS CPR BLS,Doctorate,entry-level,night shift,25
567,nursing,Los Angeles,PALS BLS NRP,Doctorate,intermediate,day shift,27
568,nursing,New York,PALS CPR BLS NRP ACLS,Doctorate,entry-level,part-time,4
569,nursing,Los Angeles,BLS ACLS NRP,Doctorate,advanced,part-time,1
570,nursing,New York,ACLS NRP,Doctorate,intermediate,day shift,19
571,nursing,Houston,ACLS PALS,Doctorate,intermediate,full-time,9
572,nursing,New York,PALS NRP,Doctorate,intermediate,night shift,19
573,nursing,New York,ACLS PALS BLS NRP,Doctorate,entry-level,day shift,4
574,nursing,New York,CPR ACLS BLS PALS,Doctorate,intermediate,full-time,8
575,nursing,Los Angeles,PALS NRP,Doctorate,entry-level,full-time,8
576,nursing,Los Angeles,PALS BLS ACLS,Doctorate,intermediate,day shift,23
577,nursing,Houston,ACLS NRP CPR PALS BLS,Doctorate,entry-level,part-time,16
578,nursing,Philadelphia,ACLS CPR PALS BLS NRP,Doctorate,advanced,day shift,15
579,nursing,Chicago,BLS PALS ACLS NRP,Doctorate,entry-level,night shift,6
580,nursing,Philadelphia,BLS,Doctorate,advanced,part-time,11
581,nursing,Houston,NRP BLS,Doctorate,advanced,day shift,24
582,nursing,Los Angeles,NRP ACLS BLS PALS,Doctorate,intermediate,night shift,26
583,nursing,Los Angeles,NRP PALS,Doctorate,advanced,day shift,9
584,nursing,Los Angeles,CPR BLS PALS,Doctorate,intermediate,full-time,9
585,nursing,Houston,CPR BLS NRP,Doctorate,entry-level,full-time,27
586,nursing,New York,BLS ACLS PALS,Doctorate,intermediate,night shift,28
587,nursing,Houston,PALS,Doctorate,advanced,day shift,25
588,nursing,New York,BLS,Doctorate,advanced,night shift,13
589,nursing,New York,ACLS,Doctorate,advanced,part-time,9
590,nursing,Los Angeles,CPR,Doctorate,intermediate,part-time,30
591,nursing,Los Angeles,BLS CPR PALS ACLS NRP,Doctorate,advanced,day shift,12
592,nursing,Los Angeles,PALS NRP,Doctorate,entry-level,part-time,1
593,nursing,Chicago,BLS,Doctorate,entry-level,day shift,27
594,nursing,Los Angeles,PALS BLS,Doctorate,intermediate,night shift,26
595,nursing,Chicago,ACLS CPR NRP BLS,Doctorate,entry-level,day shift,30
596,nursing,Chicago,CPR NRP,Doctorate,entry-level,part-time,18
597,nursing,Los Angeles,PALS,Doctorate,advanced,day shift,14
598,nursing,New York,NRP BLS CPR,Doctorate,intermediate,part-time,9
599,nursing,Los Angeles,ACLS BLS,Doctorate,entry-level,day shift,11
600,nursing,Houston,NRP PALS BLS CPR ACLS,Doctorate,advanced,night shift,4
601,nursing,Houston,ACLS CPR NRP PALS BLS,Doctorate,intermediate,part-time,15
602,nursing,Philadelphia,PALS CPR ACLS,Doctorate,intermediate,full-time,2
603,nursing,New York,ACLS PALS BLS CPR NRP,Doctorate,intermediate,full-time,1
604,nursing,Houston,ACLS,Doctorate,intermediate,night shift,29
605,nursing,Houston,BLS NRP CPR,Doctorate,entry-level,day shift,16
606,nursing,Houston,ACLS,Doctorate,intermediate,part-time,14
607,nursing,Houston,NRP BLS ACLS PALS CPR,Doctorate,advanced,day shift,26
608,nursing,Houston,ACLS,Doctorate,advanced,night shift,21
609,nursing,New York,ACLS,Doctorate,intermediate,night shift,20
610,nursing,Philadelphia,PALS NRP CPR ACLS BLS,Doctorate,advanced,day shift,13
611,nursing,Houston,ACLS BLS CPR,Doctorate,intermediate,part-time,1
612,nursing,Philadelphia,NRP CPR PALS BLS,Doctorate,intermediate,part-time,26
613,nursing,Philadelphia,PALS,Doctorate,intermediate,full-time,27
614,nursing,Houston,NRP PALS ACLS CPR BLS,Doctorate,entry-level,night shift,30
615,nursing,New York,CPR,Doctorate,intermediate,day shift,29
616,nursing,Philadelphia,ACLS PALS NRP BLS CPR,Doctorate,intermediate,full-time,14
617,nursing,Houston,ACLS NRP,Doctorate,advanced,part-time,12
618,nursing,Philadelphia,ACLS NRP CPR,Doctorate,entry-level,day shift,26
619,nursing,Los Angeles,ACLS,Doctorate,intermediate,full-time,14
620,nursing,Philadelphia,PALS NRP BLS,Doctorate,entry-level,part-time,21
621,nursing,Houston,ACLS PALS CPR BLS NRP,Doctorate,advanced,full-time,6
622,nursing,New York,BLS ACLS NRP CPR,Doctorate,entry-level,full-time,8
623,nursing,New York,NRP BLS CPR PALS ACLS,Doctorate,advanced,part-time,24
624,nursing,Philadelphia,CPR PALS BLS,Doctorate,intermediate,day shift,28
625,nursing,Chicago,BLS NRP PALS ACLS,Doctorate,intermediate,day shift,4
626,nursing,New York,BLS NRP,Doctorate,advanced,part-time,10
627,nursing,New York,PALS ACLS CPR NRP,Doctorate,advanced,day shift,27
628,nursing,Los Angeles,ACLS NRP,Doctorate,advanced,night shift,6
629,nursing,New York,CPR NRP PALS BLS,Doctorate,advanced,part-time,19
630,nursing,Chicago,CPR BLS,Doctorate,advanced,day shift,26
631,nursing,Los Angeles,ACLS BLS PALS CPR NRP,Doctorate,entry-level,night shift,3
632,nursing,New York,NRP CPR,Doctorate,intermediate,day shift,4
633,nursing,Chicago,ACLS,Doctorate,intermediate,night shift,28
634,nursing,Philadelphia,CPR ACLS PALS NRP,Doctorate,intermediate,day shift,18
635,nursing,New York,PALS BLS CPR,Doctorate,advanced,day shift,28
636,nursing,Houston,NRP CPR PALS BLS,Doctorate,advanced,full-time,13
637,nursing,Houston,PALS CPR,Doctorate,entry-level,night shift,3
638,nursing,Philadelphia,NRP PALS CPR BLS ACLS,Doctorate,advanced,full-time,25
639,nursing,Los Angeles,PALS ACLS BLS,Doctorate,advanced,night shift,12
640,nursing,Houston,ACLS PALS,Doctorate,entry-level,day shift,5
641,nursing,Houston,NRP ACLS,Doctorate,advanced,full-time,29
642,nursing,Chicago,CPR BLS,Doctorate,intermediate,part-time,25
643,nursing,Los Angeles,NRP PALS CPR BLS,Doctorate,advanced,night shift,23
644,nursing,New York,BLS NRP PALS CPR,Doctorate,entry-level,full-time,28
645,nursing,Chicago,BLS CPR ACLS NRP PALS,Doctorate,advanced,part-time,15
646,nursing,Houston,ACLS BLS PALS NRP,Doctorate,advanced,night shift,10
647,nursing,New York,PALS,Doctorate,entry-level,day shift,12
648,nursing,Houston,NRP,Doctorate,entry-level,night shift,20
649,nursing,Philadelphia,ACLS,Doctorate,advanced,day shift,26
650,nursing,Philadelphia,CPR PALS BLS ACLS,Doctorate,entry-level,part-time,25
651,nursing,Houston,NRP,Doctorate,intermediate,day shift,10
652,nursing,Chicago,ACLS NRP,Doctorate,advanced,day shift,6
653,nursing,New York,PALS,Doctorate,intermediate,part-time,3
654,nursing,Chicago,PALS NRP CPR,Doctorate,advanced,day shift,17
655,nursing,Chicago,CPR,Doctorate,intermediate,part-time,3
656,nursing,Los Angeles,NRP,Doctorate,advanced,part-time,15
657,nursing,Philadelphia,CPR ACLS,Doctorate,intermediate,day shift,25
658,nursing,Los Angeles,CPR NRP,Doctorate,advanced,night shift,23
659,nursing,Houston,PALS CPR ACLS NRP,Doctorate,entry-level,day shift,17
660,nursing,New York,PALS CPR NRP ACLS BLS,Doctorate,entry-level,full-time,25
661,nursing,Los Angeles,ACLS NRP,Doctorate,advanced,day shift,12
662,nursing,Chicago,BLS PALS ACLS CPR NRP,Doctorate,intermediate,part-time,13
663,nursing,New York,NRP CPR,Doctorate,advanced,full-time,9
664,nursing,Chicago,CPR NRP BLS ACLS PALS,Doctorate,entry-level,day shift,16
665,nursing,Chicago,CPR PALS,Doctorate,advanced,day shift,16
666,nursing,Los Angeles,BLS,Doctorate,entry-level,night shift,29
667,nursing,Los Angeles,BLS PALS CPR,Doctorate,entry-level,part-time,27
668,nursing,Philadelphia,ACLS PALS NRP BLS,Doctorate,entry-level,day shift,13
669,nursing,Houston,CPR PALS ACLS NRP,Doctorate,advanced,part-time,20
670,nursing,Houston,PALS NRP CPR BLS,Doctorate,advanced,part-time,1
671,nursing,Los Angeles,NRP,Doctorate,intermediate,full-time,2
672,nursing,Chicago,NRP ACLS CPR BLS,Doctorate,advanced,night shift,19
673,nursing,Chicago,NRP CPR PALS,Doctorate,intermediate,full-time,20
674,nursing,New York,BLS,Doctorate,entry-level,part-time,4
675,nursing,Houston,NRP ACLS PALS,Doctorate,entry-level,part-time,27
676,nursing,New York,NRP CPR PALS BLS,Doctorate,advanced,night shift,29
677,nursing,Philadelphia,PALS,Doctorate,intermediate,part-time,4
678,nursing,Houston,ACLS PALS,Doctorate,entry-level,part-time,24
679,nursing,Los Angeles,CPR ACLS NRP,Doctorate,intermediate,day shift,16
680,nursing,New York,BLS,Doctorate,intermediate,part-time,20
681,nursing,New York,CPR,Doctorate,intermediate,part-time,3
682,nursing,Houston,CPR ACLS,Doctorate,intermediate,day shift,27
683,nursing,Chicago,BLS CPR NRP PALS,Doctorate,advanced,night shift,12
684,nursing,Chicago,NRP BLS,Doctorate,advanced,night shift,9
685,nursing,Houston,CPR,Doctorate,advanced,day shift,17
686,nursing,New York,ACLS CPR NRP,Doctorate,entry-level,full-time,8
687,nursing,Chicago,ACLS CPR,Doctorate,entry-level,day shift,5
688,nursing,Houston,ACLS CPR PALS,Doctorate,intermediate,full-time,7
689,nursing,Chicago,NRP,Doctorate,intermediate,full-time,13
690,nursing,New York,PALS NRP CPR BLS,Doctorate,advanced,part-time,13
691,nursing,Los Angeles,ACLS NRP CPR PALS BLS,Doctorate,entry-level,night shift,9
692,nursing,New York,BLS ACLS,Doctorate,entry-level,night shift,17
693,nursing,New York,PALS ACLS BLS NRP CPR,Doctorate,intermediate,full-time,17
694,nursing,Houston,BLS ACLS NRP PALS CPR,Doctorate,intermediate,day shift,23
695,nursing,Chicago,CPR NRP,Doctorate,entry-level,full-time,27
696,nursing,New York,ACLS BLS,Doctorate,advanced,full-time,28
697,nursing,Houston,PALS BLS CPR,Doctorate,entry-level,night shift,6
698,nursing,Houston,NRP PALS,Doctorate,intermediate,day shift,2
699,nursing,New York,NRP CPR BLS,Doctorate,advanced,day shift,9
700,nursing,Philadelphia,PALS,Doctorate,intermediate,full-time,19
701,nursing,New York,ACLS,Doctorate,entry-level,night shift,12
702,nursing,Philadelphia,ACLS,Doctorate,intermediate,full-time,6
703,nursing,New York,CPR PALS ACLS BLS,Doctorate,advanced,full-time,19
704,nursing,Philadelphia,NRP PALS ACLS,Doctorate,advanced,day shift,4
705,nursing,Philadelphia,PALS ACLS CPR NRP,Doctorate,entry-level,day shift,1
706,nursing,New York,NRP PALS BLS ACLS CPR,Doctorate,entry-level,full-time,15
707,nursing,New York,ACLS CPR NRP,Doctorate,advanced,full-time,27
708,nursing,Philadelphia,CPR,Doctorate,entry-level,night shift,13
709,nursing,Houston,ACLS NRP PALS,Doctorate,entry-level,part-time,23
710,nursing,New York,NRP PALS ACLS CPR BLS,Doctorate,advanced,day shift,22
711,nursing,Los Angeles,PALS BLS CPR NRP,Doctorate,advanced,part-time,26
712,nursing,Houston,BLS ACLS CPR NRP PALS,Doctorate,entry-level,day shift,2
713,nursing,Philadelphia,BLS PALS NRP ACLS,Doctorate,advanced,night shift,17
714,nursing,Houston,NRP ACLS BLS PALS,Doctorate,advanced,full-time,4
715,nursing,Philadelphia,BLS NRP PALS ACLS CPR,Doctorate,advanced,full-time,14
716,nursing,New York,PALS,Doctorate,entry-level,night shift,12
717,nursing,Chicago,PALS BLS CPR NRP,Doctorate,intermediate,full-time,29
718,nursing,Los Angeles,PALS CPR ACLS NRP,Doctorate,entry-level,day shift,13
719,nursing,Houston,BLS CPR,Doctorate,entry-level,day shift,24
720,nursing,Houston,PALS ACLS NRP BLS CPR,Doctorate,intermediate,full-time,7
721,nursing,Los Angeles,BLS ACLS PALS CPR,Doctorate,intermediate,part-time,26
722,nursing,Los Angeles,NRP ACLS CPR BLS,Doctorate,entry-level,night shift,22
723,nursing,New York,PALS NRP BLS CPR ACLS,Doctorate,advanced,night shift,8
724,nursing,Los Angeles,BLS NRP ACLS,Doctorate,intermediate,day shift,8
725,nursing,Chicago,PALS,Doctorate,advanced,part-time,14
726,nursing,Houston,NRP CPR PALS,Doctorate,intermediate,part-time,28
727,nursing,Houston,BLS CPR PALS NRP ACLS,Doctorate,entry-level,full-time,22
728,nursing,Philadelphia,BLS NRP,Doctorate,advanced,full-time,16
729,nursing,Los Angeles,NRP ACLS CPR BLS,Doctorate,advanced,full-time,17
730,nursing,Chicago,BLS PALS NRP,Doctorate,intermediate,day shift,14
731,nursing,Houston,ACLS BLS,Doctorate,entry-level,part-time,24
